"Data file recorded 2024/9/27  15:35:13"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Endonasal Branch 7/17/24 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End GP Output init. PA12 PC13
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.333432 
 # Starting print_state thread: at tick 32232598 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
 # uart_input_thread count 2389 time 122.880722 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2390 time 122.912727 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2391 time 122.949226 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2392 time 122.980125 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2393 time 123.012131 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2394 time 123.046326 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2395 time 123.082733 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2396 time 123.114731 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2397 time 123.145630 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2398 time 123.178734 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2399 time 123.212952 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2400 time 123.243935 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2401 time 123.278122 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2402 time 123.310120 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2403 time 123.345421 :
 # cmd=PFRQ1 value=3000, 
  123.3868,        0,     0,     0, 1059,  1066,  1067,  1064,  1098,  1134,  1132,  1128
 # uart_input_thread count 2404 time 123.410530 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2405 time 123.446922 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2406 time 123.679138 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2407 time 123.712227 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2408 time 123.746422 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2409 time 123.779533 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2410 time 123.811630 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2411 time 123.842529 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2412 time 123.876740 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2413 time 123.912033 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2414 time 123.944031 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2415 time 123.977127 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2416 time 124.011330 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2417 time 124.144531 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2418 time 124.177727 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2419 time 124.210823 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2420 time 124.311028 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2421 time 124.343033 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2422 time 124.376129 :
 # cmd=PFRQ1 value=3000, 
  124.3869,        0,     0,     0, 1088,  1079,  1104,  1089,  1124,  1154,  1134,  1146
 # uart_input_thread count 2423 time 124.411446 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2424 time 124.454529 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2425 time 124.476631 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2426 time 124.509834 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2427 time 124.542923 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2428 time 124.576035 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2429 time 124.610229 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2430 time 124.642326 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2431 time 124.675423 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2432 time 124.709633 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2433 time 124.742729 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2434 time 124.777031 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2435 time 124.811234 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2436 time 124.842133 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2437 time 124.876633 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2438 time 124.910828 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2439 time 124.942825 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2440 time 124.973831 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2441 time 125.009132 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2442 time 125.038933 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2443 time 125.073128 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2444 time 125.109528 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2445 time 125.143730 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2446 time 125.177933 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2447 time 125.310028 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2448 time 125.342026 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2449 time 125.376221 :
 # cmd=PFRQ1 value=3000, 
  125.3880,        0,     0,     0, 1156,  1191,  1185,  1160,  1145,  1159,  1148,  1127
 # uart_input_thread count 2450 time 125.409332 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2451 time 125.476532 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2452 time 125.509621 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2453 time 125.547127 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2454 time 125.575829 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2455 time 125.615532 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2456 time 125.642036 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2457 time 125.676254 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2458 time 125.708328 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2459 time 125.751328 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2460 time 126.075134 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2461 time 126.108223 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2462 time 126.142433 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2463 time 126.178825 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2464 time 126.209724 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2465 time 126.242935 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2466 time 126.351936 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2467 time 126.375122 :
 # cmd=PFRQ1 value=3000, 
  126.3882,        0,     0,     0, 1128,   955,  1101,  1155,  1127,  1141,  1112,  1106
 # uart_input_thread count 2468 time 126.408318 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2469 time 126.442528 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2470 time 126.475624 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2471 time 126.507629 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2472 time 126.541824 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2473 time 126.574921 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2474 time 126.606934 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2475 time 126.742325 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2476 time 126.776520 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2477 time 126.809631 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2478 time 126.841629 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2479 time 126.874840 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2480 time 126.908020 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2481 time 127.108330 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2482 time 127.142525 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2483 time 127.181129 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2484 time 127.207726 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2485 time 127.241951 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2486 time 127.274040 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2487 time 127.308334 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2488 time 127.339233 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2489 time 127.373535 :
 # cmd=PFRQ1 value=3000, 
  127.3883,        0,     0,     0, 1159,  1112,  1104,  1141,  1137,  1152,  1121,  1127
 # uart_input_thread count 2490 time 127.406624 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2491 time 127.438622 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2492 time 127.475029 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2493 time 127.508125 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2494 time 127.542328 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2495 time 127.574326 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2496 time 127.609634 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2497 time 127.640526 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2498 time 127.674721 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2499 time 127.706734 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2500 time 127.740929 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2501 time 127.774025 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2502 time 127.806030 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2503 time 127.840225 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2504 time 127.874435 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2505 time 127.907532 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2506 time 127.941727 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2507 time 127.974823 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2508 time 128.009018 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2509 time 128.041031 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2510 time 128.073257 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2511 time 128.140533 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2512 time 128.174728 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2513 time 128.206726 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2514 time 128.241028 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2515 time 128.274139 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2516 time 128.308334 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2517 time 128.340332 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2518 time 128.373428 :
 # cmd=PFRQ1 value=3000, 
  128.3885,        0,     0,     0, 1207,  1248,  1192,  1173,  1140,  1161,  1150,  1089
 # uart_input_thread count 2519 time 128.408722 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2520 time 128.440720 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2521 time 128.481522 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2522 time 128.503632 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2523 time 128.536728 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2524 time 128.573135 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2525 time 128.607330 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2526 time 128.640427 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2527 time 128.673523 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2528 time 128.706619 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2529 time 128.739731 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2530 time 128.843216 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2531 time 128.873123 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2532 time 128.907333 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2533 time 128.942627 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2534 time 128.975723 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2535 time 129.007736 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2536 time 129.041931 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2537 time 129.073929 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2538 time 129.107025 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2539 time 129.145630 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2540 time 129.173233 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2541 time 129.206436 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2542 time 129.249435 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2543 time 129.272629 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2544 time 129.311432 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2545 time 129.339035 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2546 time 129.375427 :
 # cmd=PFRQ1 value=3000, 
  129.3885,        0,     0,     0, 1226,  1426,  1204,  1192,  1140,  1155,  1170,  1148
 # uart_input_thread count 2547 time 129.404221 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2548 time 129.440720 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2549 time 129.473831 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2550 time 129.506927 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2551 time 129.544434 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2552 time 129.573135 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2553 time 129.607437 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2554 time 129.638336 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2555 time 129.672531 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2556 time 129.705627 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2557 time 129.739822 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2558 time 129.771835 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2559 time 129.807129 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2560 time 129.839233 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2561 time 129.873428 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2562 time 129.905533 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2563 time 129.940826 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2564 time 129.972839 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2565 time 130.007233 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2566 time 130.040329 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2567 time 130.072327 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2568 time 130.105530 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2569 time 130.138748 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2570 time 130.175232 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2571 time 130.206116 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2572 time 130.240326 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2573 time 130.272324 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2574 time 130.338425 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2575 time 130.373734 :
 # cmd=PFRQ1 value=3000, 
  130.3898,        0,     0,     0, 1190,  1144,  1177,  1200,  1168,  1147,  1183,  1202
 # uart_input_thread count 2576 time 130.405731 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2577 time 130.438828 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2578 time 130.473022 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2579 time 130.506134 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2580 time 130.539230 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2581 time 130.572327 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2582 time 130.607620 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2583 time 130.637436 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2584 time 130.671631 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2585 time 130.704727 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2586 time 130.739029 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2587 time 130.772125 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2588 time 130.805222 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2589 time 130.838318 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2590 time 130.871429 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2591 time 130.905624 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2592 time 130.938736 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2593 time 130.972931 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2594 time 131.007126 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2595 time 131.039124 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2596 time 131.074631 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2597 time 131.105530 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2598 time 131.137543 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2599 time 131.171829 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2600 time 131.208328 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2601 time 131.239227 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2602 time 131.271225 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2603 time 131.304428 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2604 time 131.338623 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2605 time 131.370621 :
 # cmd=PFRQ1 value=3000, 
  131.3899,        0,     0,     0, 1260,  1479,  1258,  1259,  1210,  1194,  1193,  1156
 # uart_input_thread count 2606 time 131.404831 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2607 time 131.437927 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2608 time 131.471024 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2609 time 131.505234 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2610 time 131.538330 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2611 time 132.071533 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2612 time 132.105820 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2613 time 132.140015 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2614 time 132.168732 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2615 time 132.206223 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2616 time 132.238235 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2617 time 132.272430 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2618 time 132.304443 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2619 time 132.337631 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2620 time 132.370728 :
 # cmd=PFRQ1 value=3000, 
  132.3901,        0,     0,     0, 1194,   990,  1182,  1232,  1199,  1176,  1135,  1113
 # uart_input_thread count 2621 time 132.403824 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2622 time 132.435837 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2623 time 132.470032 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2624 time 132.504227 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2625 time 132.538422 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2626 time 132.569336 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2627 time 132.603531 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2628 time 132.636627 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2629 time 132.671921 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2630 time 132.705017 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2631 time 132.737030 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2632 time 132.770126 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2633 time 132.807632 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2634 time 132.837433 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2635 time 132.869431 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2636 time 132.903625 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2637 time 132.935623 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2638 time 132.969818 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2639 time 133.171219 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2640 time 133.237335 :
 # cmd=PFRQ1 value=3000, 
  133.3902,        0,     0,     0, 1195,   996,  1168,  1238,  1207,  1181,  1134,  1112
 # uart_input_thread count 2641 time 133.403534 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2642 time 133.437729 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2643 time 133.471924 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2644 time 133.635132 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2645 time 133.669327 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2646 time 133.703537 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2647 time 133.736725 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2648 time 133.803925 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2649 time 133.837021 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2650 time 133.870117 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2651 time 133.904327 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2652 time 133.939621 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2653 time 133.971634 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2654 time 134.003632 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2655 time 134.035645 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2656 time 134.069839 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2657 time 134.098526 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2658 time 134.134933 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2659 time 134.169235 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2660 time 134.202332 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2661 time 134.237625 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2662 time 134.269638 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2663 time 134.302841 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2664 time 134.337021 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2665 time 134.370117 :
 # cmd=PFRQ1 value=3000, 
  134.3904,        0,     0,     0, 1206,  1169,  1157,  1204,  1165,  1142,  1141,  1139
 # uart_input_thread count 2666 time 134.406525 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2667 time 134.603531 :
 # cmd=PFRQ1 value=3000, 
  135.3905,        0,     0,     0, 1208,  1145,  1181,  1202,  1163,  1162,  1132,  1135
 # uart_input_thread count 2668 time 135.738022 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2669 time 135.770020 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2670 time 135.804230 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2671 time 135.830734 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2672 time 135.871521 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2673 time 135.903534 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2674 time 135.935532 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2675 time 135.969727 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2676 time 136.000626 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2677 time 136.034836 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2678 time 136.066833 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2679 time 136.101028 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2680 time 136.135223 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2681 time 136.167236 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2682 time 136.201538 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2683 time 136.235733 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2684 time 136.268951 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2685 time 136.301041 :
 # cmd=PFRQ1 value=3000, 
 # uart_input_thread count 2686 time 136.336334 :
 # cmd=PFRQ1 value=3000, 
